name,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,cityofpractice,probonoserviceprovided,clientdemographics,total_score
Vivaan Baral,5,"Immigration Law, Media and Entertainment Law, and Intellectual Property Law",1,Supreme Court,426.4790947,112.5759306,"Bengali, Kannada and Telugu",Bangalore,yes,Large Corporations,14
Nitya Amble,3,"Corporate Law, Intellectual Property Law, and Real Estate Law",3,High Court,342.8547444,73.79996087,"Marathi, Odia and Odia",Chennai,yes,Individuals,11
Sahil Bhardwaj,23,"Consumer Protection Law, Medical Law, and Constitutional Law",4,District Court,326.3759826,92.44194927,"Odia, Hindi and Punjabi",Bangalore,no,Large Corporations,18.5
Hrishita Ratta,29,"Human Rights Law, Civil Law, and Human Rights Law",2,Specialized Court,200.3643601,112.4254546,"Kannada, Kannada and Tamil",Bangalore,yes,Large Corporations,21.5
Vedika Keer,11,"Labor Law, Tax Law, and Constitutional Law",5,High Court,418.0568796,70.30547205,"Malayalam, Punjabi and Urdu",Mumbai,yes,Large Corporations,19
Hazel Basak,11,"Criminal Law, Real Estate Law, and Tax Law",3,District Court,67.26373761,95.90962839,"Assamese, Assamese and Telugu",Delhi,yes,Large Corporations,12.5
Samar Chandran,18,"Criminal Law, Intellectual Property Law, and Banking and Finance Law",2.858744395,Supreme Court,441.8587276,89.76723953,"Telugu, Bengali and Punjabi",Chennai,no,Small Businesses,22
Zeeshan Chahal,15,"Media and Entertainment Law, Environmental Law, and Criminal Law",2,District Court,280.7374549,82.43049387,"Hindi, Marathi and Gujarati",Delhi,yes,Individuals,12.5
Kismat Raman,12,"Criminal Law, Criminal Law, and Media and Entertainment Law",1,Supreme Court,229.2126057,77.95333749,"Hindi, Bengali and Odia",Bangalore,no,Small Businesses,16
Damini Mandal,9,"Corporate Law, Banking and Finance Law, and Real Estate Law",1,Supreme Court,273.7252763,79.02214037,"Urdu, Bengali and Odia",Hyderabad,yes,Small Businesses,14
Dhanuk Ganesan,10,"Consumer Protection Law, Constitutional Law, and Real Estate Law",1,High Court,350.3369887,130.8286822,"Telugu, Punjabi and Punjabi",Bangalore,yes,Individuals,11
Romil Choudhury,26,"Intellectual Property Law, Civil Law, and Civil Law",4,Supreme Court,55.74444193,102.6668381,"Marathi, Telugu and Punjabi",Delhi,yes,Small Businesses,28
Vaibhav Walla,12,"Tax Law, Medical Law, and Media and Entertainment Law",4,High Court,442.1983354,106.5260679,"Hindi, Kannada and Tamil",Chennai,no,Large Corporations,17
Ivan Mane,17,"Environmental Law, Environmental Law, and Banking and Finance Law",5,District Court,251.0327864,97.3799023,"Kannada, Marathi and Gujarati",Hyderabad,no,Individuals,18.5
Indrajit Tripathi,29,"Corporate Law, Environmental Law, and Banking and Finance Law",2,District Court,204.3349339,65.90614817,"Hindi, Gujarati and Assamese",Chennai,no,Small Businesses,16.5
Indrajit Dara,6,"Constitutional Law, Media and Entertainment Law, and Environmental Law",3,Supreme Court,112.2105045,95.92436955,"Tamil, Assamese and Assamese",Mumbai,yes,Small Businesses,18
Jayesh Solanki,7,"Banking and Finance Law, Labor Law, and Civil Law",3.085416667,High Court,247.7594185,91.07675778,"Urdu, Punjabi and Telugu",Bangalore,yes,Large Corporations,15
Uthkarsh Kibe,14,"Banking and Finance Law, Corporate Law, and Media and Entertainment Law",3,Supreme Court,273.3452471,77.19900789,"Bengali, Telugu and Urdu",Bangalore,yes,Small Businesses,20
Kimaya Sachar,13,"Tax Law, Family Law, and Human Rights Law",1,High Court,231.6410125,104.4799,"Gujarati, Punjabi and Assamese",Mumbai,yes,Small Businesses,11
Azad Venkatesh,8,"Family Law, Criminal Law, and Environmental Law",4,High Court,355.3970422,100.5650431,"Gujarati, Assamese and Kannada",Delhi,yes,Small Businesses,15
Vihaan Bath,10,"Banking and Finance Law, Corporate Law, and Medical Law",2,High Court,239.4034379,117.7806007,"Hindi, Malayalam and Kannada",Bangalore,no,Individuals,13
Ela Kaul,9,"Labor Law, Immigration Law, and Constitutional Law",1,District Court,482.63791,83.73325481,"Marathi, Telugu and Bengali",Delhi,yes,Individuals,6.5
Veer Master,18,"Corporate Law, Banking and Finance Law, and Media and Entertainment Law",4,High Court,319.674883,73.53583527,"Assamese, Bengali and Urdu",Chennai,yes,Small Businesses,19
Divyansh Devan,27,"Immigration Law, Environmental Law, and Environmental Law",4,District Court,413.365071,84.57557836,"Marathi, Assamese and Gujarati",Hyderabad,no,Small Businesses,20.5
Stuvan Kota,26,"Tax Law, Family Law, and Immigration Law",2,High Court,99.2101564,111.5335649,"Tamil, Urdu and Assamese",Hyderabad,no,Large Corporations,19
Raunak Saraf,2,"Constitutional Law, Consumer Protection Law, and Civil Law",2,District Court,228.7810818,62.57391179,"Hindi, Urdu and Gujarati",Hyderabad,no,Individuals,6.5
Siya Krish,5,"Media and Entertainment Law, Corporate Law, and Constitutional Law",3.004576659,Specialized Court,201.5814657,89.33090202,"Hindi, Hindi and Telugu",Kolkata,no,Individuals,17.5
Kiaan Gaba,29,"Family Law, Medical Law, and Media and Entertainment Law",1,District Court,306.2670747,91.34092918,"Gujarati, Gujarati and Odia",Mumbai,no,Individuals,14.5
Pari Sama,5,"Intellectual Property Law, Medical Law, and Medical Law",5,District Court,437.501084,83.36116061,"Odia, Assamese and Bengali",Hyderabad,yes,Small Businesses,14.5
Neelofar Sule,6,"Consumer Protection Law, Medical Law, and Labor Law",2,Supreme Court,85.25219799,90.1159184,"Hindi, Marathi and Malayalam",Bangalore,yes,Large Corporations,16
Abram Tripathi,19,"Immigration Law, Real Estate Law, and Corporate Law",5,High Court,82.65865912,104.1796766,"Bengali, Malayalam and Telugu",Mumbai,yes,Large Corporations,21
Eshani Kota,8,"Human Rights Law, Civil Law, and Corporate Law",1,Specialized Court,432.6429687,81.71145981,"Urdu, Assamese and Malayalam",Chennai,yes,Small Businesses,11.5
Lakshay Swamy,16,"Tax Law, Human Rights Law, and Real Estate Law",5,Supreme Court,145.7825387,61.90491254,"Urdu, Telugu and Bengali",Chennai,yes,Small Businesses,26
Nitya Jhaveri,13,"Labor Law, Corporate Law, and Immigration Law",3,High Court,350.9389645,120.6672234,"Bengali, Kannada and Malayalam",Chennai,no,Large Corporations,15
Saira Thakur,1,"Consumer Protection Law, Media and Entertainment Law, and Tax Law",5,Specialized Court,294.2951596,75.04157569,"Odia, Bengali and Odia",Chennai,yes,Large Corporations,17.5
Darshit Kulkarni,22,"Immigration Law, Medical Law, and Criminal Law",2,Specialized Court,424.8021177,74.11444317,"Marathi, Odia and Marathi",Kolkata,yes,Individuals,19.5
Kabir Tella,20,"Family Law, Labor Law, and Medical Law",3.004576659,Specialized Court,106.2900094,89.33090202,"Gujarati, Kannada and Bengali",Delhi,no,Small Businesses,23.5
Riya Iyer,17,"Media and Entertainment Law, Constitutional Law, and Medical Law",2,High Court,108.4023346,84.23266318,"Urdu, Kannada and Telugu",Delhi,no,Individuals,15
Trisha Bora,7,"Immigration Law, Real Estate Law, and Civil Law",3,Specialized Court,300.5682621,89.04915222,"Malayalam, Telugu and Marathi",Hyderabad,yes,Large Corporations,15.5
Lagan Varma,25,"Medical Law, Human Rights Law, and Labor Law",2,Specialized Court,475.870394,97.24185186,"Malayalam, Marathi and Punjabi",Kolkata,yes,Individuals,21.5
Piya Dhar,13,"Consumer Protection Law, Criminal Law, and Constitutional Law",2,Supreme Court,236.7489913,106.2537465,"Telugu, Bengali and Urdu",Delhi,no,Large Corporations,18
Renee Ratti,4,"Real Estate Law, Criminal Law, and Medical Law",2,District Court,197.1239451,84.9980896,"Kannada, Bengali and Tamil",Chennai,yes,Large Corporations,6.5
Jayan Goda,4,"Medical Law, Criminal Law, and Medical Law",4,High Court,323.0101954,112.7992801,"Gujarati, Marathi and Telugu",Delhi,no,Individuals,13
Yashvi Jhaveri,6,"Environmental Law, Criminal Law, and Immigration Law",3,District Court,468.7018702,57.96300227,"Odia, Urdu and Punjabi",Mumbai,yes,Small Businesses,10.5
Shlok Mangat,28,"Media and Entertainment Law, Media and Entertainment Law, and Banking and Finance Law",2,Supreme Court,426.6175248,101.3968086,"Telugu, Tamil and Kannada",Hyderabad,no,Individuals,24
Umang Keer,19,"Civil Law, Constitutional Law, and Banking and Finance Law",2,District Court,497.9676248,77.40708663,"Hindi, Hindi and Kannada",Delhi,no,Individuals,12.5
Vaibhav Kaur,29,"Intellectual Property Law, Corporate Law, and Real Estate Law",3.004576659,Specialized Court,60.15586244,89.33090202,"Bengali, Punjabi and Gujarati",Mumbai,no,Small Businesses,25.5
Uthkarsh Thaker,12,"Banking and Finance Law, Medical Law, and Consumer Protection Law",1,Specialized Court,100.7861651,92.13066718,"Assamese, Hindi and Telugu",Bangalore,yes,Small Businesses,13.5
Chirag Sheth,22,"Family Law, Intellectual Property Law, and Civil Law",4,High Court,324.2604935,79.90642002,"Malayalam, Urdu and Hindi",Mumbai,no,Individuals,21
Mohanlal Ram,7,"Consumer Protection Law, Corporate Law, and Immigration Law",1,High Court,419.2593977,99.9426164,"Assamese, Telugu and Tamil",Mumbai,no,Large Corporations,9
Purab Mangat,27,"Environmental Law, Environmental Law, and Civil Law",4,High Court,178.359954,103.3978252,"Hindi, Telugu and Hindi",Chennai,yes,Individuals,23
Neysa Bansal,10,"Environmental Law, Immigration Law, and Consumer Protection Law",2,Supreme Court,157.6449896,99.62841184,"Malayalam, Gujarati and Urdu",Chennai,yes,Large Corporations,18
Yuvraj  Bali,26,"Human Rights Law, Human Rights Law, and Criminal Law",3,High Court,404.1391097,74.55455641,"Tamil, Hindi and Malayalam",Hyderabad,yes,Small Businesses,21
Reyansh Varghese,19,"Immigration Law, Medical Law, and Criminal Law",5,Supreme Court,75.37183423,82.73974315,"Punjabi, Hindi and Gujarati",Chennai,no,Small Businesses,26
Prerak Sama,7,"Civil Law, Banking and Finance Law, and Media and Entertainment Law",5,Specialized Court,216.2221914,89.93890744,"Bengali, Punjabi and Assamese",Mumbai,no,Large Corporations,19.5
Riya Bera,3,"Environmental Law, Human Rights Law, and Tax Law",2,District Court,277.6141502,89.38110521,"Telugu, Telugu and Tamil",Kolkata,no,Individuals,6.5
Siya Karan,13,"Civil Law, Medical Law, and Banking and Finance Law",3.004576659,Specialized Court,302.1569035,89.33090202,"Kannada, Kannada and Marathi",Chennai,yes,Small Businesses,19.5
Tiya Bhargava,13,"Media and Entertainment Law, Civil Law, and Human Rights Law",3,Specialized Court,377.8768206,59.77648151,"Punjabi, Hindi and Bengali",Chennai,yes,Large Corporations,17.5
Parinaaz Borde,18,"Medical Law, Media and Entertainment Law, and Corporate Law",4,Specialized Court,209.6805755,95.01490582,"Tamil, Punjabi and Tamil",Mumbai,no,Large Corporations,21.5
Ela Behl,28,"Immigration Law, Family Law, and Banking and Finance Law",2,High Court,325.7079551,85.65027968,"Marathi, Marathi and Odia",Bangalore,yes,Individuals,19
Dharmajan De,26,"Consumer Protection Law, Media and Entertainment Law, and Environmental Law",3,High Court,313.4189403,77.42249075,"Tamil, Odia and Marathi",Bangalore,yes,Large Corporations,21
Neysa Bhalla,20,"Medical Law, Intellectual Property Law, and Family Law",3,High Court,296.4272453,78.86269833,"Punjabi, Marathi and Bengali",Delhi,no,Large Corporations,19
Riya Bhatia,28,"Labor Law, Human Rights Law, and Family Law",4,District Court,338.2174819,86.78193503,"Urdu, Punjabi and Urdu",Hyderabad,no,Individuals,20.5
Suhana Chopra,8,"Real Estate Law, Intellectual Property Law, and Civil Law",3,High Court,166.752127,35.98372343,"Assamese, Kannada and Kannada",Bangalore,yes,Small Businesses,13
Ela Mann,29,"Environmental Law, Environmental Law, and Consumer Protection Law",1,Supreme Court,88.09193911,79.48065644,"Gujarati, Gujarati and Bengali",Chennai,no,Small Businesses,22
Fateh Kalla,9,"Corporate Law, Corporate Law, and Tax Law",1,Specialized Court,103.6722524,76.86277763,"Odia, Telugu and Odia",Kolkata,yes,Small Businesses,11.5
Rati Contractor,7,"Medical Law, Intellectual Property Law, and Family Law",2.967963387,District Court,151.0620722,90.24561363,"Hindi, Gujarati and Gujarati",Delhi,no,Large Corporations,10.5
Nishith Saraf,1,"Real Estate Law, Tax Law, and Environmental Law",3,District Court,275.089071,77.91709976,"Marathi, Gujarati and Bengali",Hyderabad,no,Large Corporations,8.5
Amani Yogi,3,"Immigration Law, Tax Law, and Real Estate Law",1,District Court,428.1992377,86.773293,"Assamese, Punjabi and Malayalam",Kolkata,no,Individuals,4.5
Vanya Kala,13,"Human Rights Law, Media and Entertainment Law, and Family Law",4,District Court,365.5820039,113.1341494,"Assamese, Telugu and Tamil",Kolkata,yes,Large Corporations,14.5
Lakshit Garg,28,"Intellectual Property Law, Banking and Finance Law, and Intellectual Property Law",3,District Court,405.0682719,104.9152728,"Odia, Bengali and Tamil",Chennai,yes,Large Corporations,18.5
Yasmin Kumar,25,"Corporate Law, Immigration Law, and Constitutional Law",5,Supreme Court,207.9390308,103.534071,"Tamil, Odia and Gujarati",Mumbai,no,Small Businesses,30
Prerak Chander,28,"Family Law, Media and Entertainment Law, and Tax Law",3,Specialized Court,232.0941837,82.50191354,"Kannada, Hindi and Tamil",Mumbai,yes,Large Corporations,23.5
Hansh Sen,17,"Banking and Finance Law, Consumer Protection Law, and Media and Entertainment Law",4,District Court,227.1568487,98.14548419,"Assamese, Gujarati and Malayalam",Mumbai,yes,Large Corporations,16.5
Nitya Varty,25,"Human Rights Law, Family Law, and Real Estate Law",5,Specialized Court,136.342933,86.49153299,"Hindi, Marathi and Urdu",Bangalore,yes,Large Corporations,27.5
Himmat Sani,24,"Real Estate Law, Labor Law, and Medical Law",3,High Court,77.54749616,87.05860184,"Marathi, Bengali and Odia",Mumbai,yes,Individuals,19
Tushar Dasgupta,1,"Media and Entertainment Law, Constitutional Law, and Immigration Law",2.967963387,District Court,315.9122418,90.24561363,"Assamese, Bengali and Telugu",Hyderabad,yes,Large Corporations,8.5
Misha Shenoy,6,"Immigration Law, Corporate Law, and Real Estate Law",2,District Court,495.1475075,81.04509617,"Assamese, Kannada and Telugu",Chennai,no,Individuals,8.5
Aaina Sule,21,"Real Estate Law, Constitutional Law, and Corporate Law",2,Specialized Court,125.0733672,112.3950466,"Odia, Gujarati and Kannada",Bangalore,yes,Small Businesses,19.5
Madhup Bhalla,6,"Banking and Finance Law, Banking and Finance Law, and Immigration Law",1,District Court,71.00816895,87.59804791,"Hindi, Assamese and Punjabi",Hyderabad,yes,Large Corporations,6.5
Nirvaan Dugar,26,"Environmental Law, Labor Law, and Banking and Finance Law",2,District Court,400.7892568,99.27540849,"Hindi, Gujarati and Assamese",Mumbai,no,Individuals,16.5
Jayesh Kara,12,"Human Rights Law, Banking and Finance Law, and Labor Law",2,District Court,163.663703,111.8340072,"Marathi, Tamil and Urdu",Hyderabad,no,Small Businesses,10.5
Nirvi Loke,13,"Medical Law, Medical Law, and Constitutional Law",1,Supreme Court,423.3397124,105.4748066,"Telugu, Punjabi and Assamese",Kolkata,no,Large Corporations,16
Romil Mall,13,"Consumer Protection Law, Corporate Law, and Constitutional Law",1,Supreme Court,366.7715002,68.86621346,"Gujarati, Kannada and Punjabi",Chennai,yes,Individuals,16
Aradhya Grover,29,"Corporate Law, Corporate Law, and Constitutional Law",3,District Court,475.5530917,96.67343843,"Malayalam, Bengali and Telugu",Chennai,yes,Individuals,18.5
Hansh Jhaveri,15,"Constitutional Law, Family Law, and Consumer Protection Law",3,Supreme Court,234.0172561,102.7607909,"Telugu, Bengali and Bengali",Hyderabad,no,Small Businesses,22
Ela Dugar,21,"Media and Entertainment Law, Constitutional Law, and Constitutional Law",3.085416667,High Court,347.8864278,91.07675778,"Hindi, Tamil and Bengali",Delhi,no,Large Corporations,21
Indranil Bal,16,"Tax Law, Tax Law, and Civil Law",4,District Court,259.1846514,73.30057749,"Assamese, Hindi and Bengali",Chennai,no,Large Corporations,16.5
Neysa Bhat,22,"Real Estate Law, Criminal Law, and Constitutional Law",2,High Court,333.7649138,80.14447144,"Malayalam, Urdu and Tamil",Kolkata,no,Large Corporations,17
Inaaya  Kala,21,"Banking and Finance Law, Constitutional Law, and Environmental Law",3,Specialized Court,252.3195077,104.9183735,"Punjabi, Marathi and Assamese",Chennai,no,Individuals,21.5
Adah Deo,11,"Family Law, Civil Law, and Banking and Finance Law",2,High Court,134.8845109,78.57359444,"Bengali, Urdu and Tamil",Delhi,yes,Large Corporations,13
Arnav Badal,28,"Family Law, Banking and Finance Law, and Media and Entertainment Law",5,Specialized Court,278.5538372,85.50455915,"Punjabi, Gujarati and Hindi",Chennai,no,Individuals,27.5
Stuvan Talwar,5,"Criminal Law, Civil Law, and Constitutional Law",1,District Court,287.8628906,113.6381371,"Marathi, Telugu and Bengali",Chennai,yes,Individuals,6.5
Dhruv De,4,"Human Rights Law, Corporate Law, and Human Rights Law",4,Specialized Court,414.7717317,89.28301124,"Hindi, Malayalam and Bengali",Delhi,yes,Small Businesses,15.5
Farhan Chahal,3,"Real Estate Law, Criminal Law, and Banking and Finance Law",5,Specialized Court,380.9843176,79.09838793,"Hindi, Kannada and Marathi",Chennai,no,Individuals,17.5
Miraya Tank,19,"Tax Law, Real Estate Law, and Constitutional Law",5,High Court,348.7062308,76.83573965,"Assamese, Gujarati and Gujarati",Hyderabad,no,Small Businesses,21
Hazel Thaker,20,"Labor Law, Labor Law, and Consumer Protection Law",3.085416667,High Court,101.024193,91.07675778,"Kannada, Hindi and Telugu",Bangalore,no,Small Businesses,21
Rhea Dar,25,"Banking and Finance Law, Immigration Law, and Tax Law",1,High Court,374.2773308,70.00277987,"Gujarati, Urdu and Tamil",Hyderabad,no,Large Corporations,17
Taran Baral,18,"Environmental Law, Criminal Law, and Civil Law",3,District Court,275.1373204,86.28996054,"Kannada, Gujarati and Malayalam",Chennai,no,Small Businesses,14.5
Tara Loke,15,"Civil Law, Medical Law, and Consumer Protection Law",1,District Court,452.3447912,94.99845802,"Marathi, Malayalam and Odia",Mumbai,yes,Large Corporations,10.5
Kashvi Date,9,"Medical Law, Immigration Law, and Criminal Law",3,High Court,463.9419204,109.4872473,"Urdu, Marathi and Tamil",Mumbai,no,Small Businesses,13
Ryan Jaggi,17,"Consumer Protection Law, Human Rights Law, and Real Estate Law",5,District Court,74.82046577,100.0132212,"Telugu, Bengali and Odia",Bangalore,no,Individuals,18.5
Vivaan Sarna,14,"Tax Law, Constitutional Law, and Human Rights Law",5,District Court,419.2887022,79.28902323,"Malayalam, Punjabi and Hindi",Chennai,yes,Large Corporations,16.5
Navya Shukla,15,"Civil Law, Constitutional Law, and Human Rights Law",4,Specialized Court,66.96382569,107.6762898,"Kannada, Odia and Odia",Kolkata,no,Individuals,21.5
Damini Sinha,1,"Human Rights Law, Immigration Law, and Media and Entertainment Law",3,Specialized Court,215.2263316,85.50727444,"Marathi, Gujarati and Tamil",Chennai,no,Large Corporations,13.5
Kimaya Hayer,21,"Medical Law, Consumer Protection Law, and Real Estate Law",5,High Court,294.034989,71.46445467,"Telugu, Hindi and Kannada",Mumbai,no,Individuals,23
Azad Vala,22,"Civil Law, Media and Entertainment Law, and Immigration Law",2.967963387,District Court,116.6453594,90.24561363,"Marathi, Kannada and Tamil",Delhi,no,Small Businesses,16.5
Lakshit Shankar,22,"Medical Law, Labor Law, and Tax Law",4,Specialized Court,385.8412157,111.572538,"Urdu, Telugu and Assamese",Bangalore,no,Large Corporations,23.5
Charvi Rao,3,"Constitutional Law, Medical Law, and Intellectual Property Law",1,Supreme Court,53.75961688,92.47860075,"Malayalam, Marathi and Urdu",Delhi,no,Large Corporations,12
Anaya Arora,16,"Criminal Law, Criminal Law, and Real Estate Law",4,District Court,125.8695718,90.18782796,"Gujarati, Assamese and Kannada",Kolkata,no,Large Corporations,16.5
Ira Kannan,23,"Tax Law, Real Estate Law, and Medical Law",2,Supreme Court,311.3585734,114.5581747,"Gujarati, Tamil and Bengali",Chennai,no,Small Businesses,22
Yasmin Dutta,25,"Human Rights Law, Corporate Law, and Family Law",3,High Court,371.4744029,68.52967729,"Assamese, Hindi and Telugu",Kolkata,yes,Individuals,21
Mehul Basu,11,"Tax Law, Family Law, and Media and Entertainment Law",1,District Court,462.4893962,70.71601329,"Marathi, Urdu and Malayalam",Delhi,no,Small Businesses,8.5
Fateh Char,12,"Constitutional Law, Medical Law, and Intellectual Property Law",1,High Court,367.4734934,65.76230294,"Kannada, Punjabi and Odia",Chennai,yes,Small Businesses,11
Hunar Mandal,10,"Real Estate Law, Constitutional Law, and Medical Law",3,High Court,352.3006716,95.5897228,"Gujarati, Urdu and Tamil",Hyderabad,no,Small Businesses,15
Anaya Sathe,16,"Real Estate Law, Civil Law, and Constitutional Law",4,High Court,227.4535159,92.49739691,"Bengali, Bengali and Tamil",Hyderabad,no,Individuals,19
Vidur Bhakta,8,"Real Estate Law, Labor Law, and Medical Law",3.085416667,High Court,50.57799149,91.07675778,"Kannada, Malayalam and Odia",Kolkata,no,Small Businesses,15
Manjari Brahmbhatt,6,"Intellectual Property Law, Family Law, and Constitutional Law",4,High Court,104.0716664,93.65212616,"Odia, Punjabi and Punjabi",Hyderabad,yes,Large Corporations,15
Anay Kumar,12,"Civil Law, Banking and Finance Law, and Civil Law",2,District Court,290.5495451,83.93764261,"Tamil, Urdu and Telugu",Hyderabad,no,Small Businesses,10.5
Samar Kothari,24,"Intellectual Property Law, Banking and Finance Law, and Intellectual Property Law",5,Supreme Court,353.8084486,90.02692309,"Marathi, Kannada and Marathi",Mumbai,no,Individuals,28
Ahana  Kakar,28,"Criminal Law, Media and Entertainment Law, and Family Law",4,District Court,237.8517278,91.76561128,"Marathi, Urdu and Gujarati",Hyderabad,yes,Large Corporations,20.5
Nirvaan Chanda,21,"Consumer Protection Law, Real Estate Law, and Medical Law",3,District Court,378.8055552,64.9235809,"Marathi, Marathi and Bengali",Mumbai,no,Individuals,16.5
Nirvaan Kapur,8,"Constitutional Law, Banking and Finance Law, and Civil Law",2,District Court,284.8380329,130.6549747,"Urdu, Marathi and Kannada",Bangalore,no,Small Businesses,8.5
Jayan Kunda,26,"Human Rights Law, Medical Law, and Environmental Law",2,Specialized Court,83.37928802,97.79806527,"Malayalam, Odia and Tamil",Mumbai,no,Individuals,21.5
Manikya Shankar,28,"Tax Law, Intellectual Property Law, and Consumer Protection Law",2,Specialized Court,136.4073129,93.15012462,"Marathi, Urdu and Hindi",Mumbai,no,Large Corporations,21.5
Saanvi Issac,4,"Medical Law, Environmental Law, and Banking and Finance Law",5,District Court,427.9992005,99.22745976,"Gujarati, Kannada and Telugu",Delhi,yes,Individuals,12.5
Jivika Badami,26,"Environmental Law, Corporate Law, and Media and Entertainment Law",2.858744395,Supreme Court,376.210736,89.76723953,"Gujarati, Kannada and Odia",Mumbai,no,Large Corporations,26
Abram Sachar,8,"Human Rights Law, Constitutional Law, and Banking and Finance Law",5,District Court,452.6428942,87.89169772,"Tamil, Gujarati and Tamil",Mumbai,yes,Large Corporations,14.5
Ishita Mahajan,26,"Civil Law, Corporate Law, and Immigration Law",4,High Court,102.9007621,80.53138296,"Tamil, Telugu and Kannada",Delhi,no,Small Businesses,23
Ritvik Brar,28,"Intellectual Property Law, Banking and Finance Law, and Media and Entertainment Law",1,Specialized Court,495.6001406,98.99176029,"Punjabi, Punjabi and Hindi",Mumbai,no,Small Businesses,19.5
Tushar Dubey,18,"Intellectual Property Law, Consumer Protection Law, and Intellectual Property Law",4,Specialized Court,144.2330213,95.78566261,"Kannada, Hindi and Gujarati",Hyderabad,no,Large Corporations,21.5
Nayantara Dugar,28,"Immigration Law, Human Rights Law, and Tax Law",1,District Court,55.30094433,77.85164851,"Gujarati, Tamil and Gujarati",Mumbai,no,Individuals,14.5
Rohan Dara,28,"Intellectual Property Law, Human Rights Law, and Constitutional Law",5,District Court,498.8403226,111.2855342,"Gujarati, Punjabi and Kannada",Bangalore,yes,Large Corporations,22.5
Yuvaan Atwal,5,"Consumer Protection Law, Media and Entertainment Law, and Media and Entertainment Law",2,Supreme Court,176.4832485,94.40028054,"Urdu, Punjabi and Telugu",Mumbai,no,Small Businesses,16
Amira Sharaf,9,"Labor Law, Family Law, and Banking and Finance Law",3,Supreme Court,350.6087536,100.9472904,"Gujarati, Bengali and Hindi",Mumbai,yes,Individuals,18
Alisha Tailor,4,"Tax Law, Human Rights Law, and Constitutional Law",2,High Court,129.5070414,110.8788133,"Gujarati, Assamese and Malayalam",Bangalore,no,Large Corporations,9
Anvi Rattan,27,"Labor Law, Human Rights Law, and Corporate Law",2.967963387,District Court,311.1028395,90.24561363,"Punjabi, Punjabi and Odia",Delhi,no,Small Businesses,18.5
Yasmin Shankar,22,"Medical Law, Corporate Law, and Consumer Protection Law",1,District Court,456.8157439,94.7542801,"Bengali, Bengali and Hindi",Hyderabad,yes,Large Corporations,12.5
Dishani Krishnan,17,"Tax Law, Environmental Law, and Media and Entertainment Law",2,District Court,194.0815253,102.1504086,"Punjabi, Gujarati and Malayalam",Mumbai,no,Large Corporations,12.5
Taimur Gour,9,"Constitutional Law, Intellectual Property Law, and Consumer Protection Law",5,Specialized Court,351.6142892,79.12708374,"Bengali, Malayalam and Urdu",Hyderabad,yes,Large Corporations,19.5
Neysa Balay,1,"Tax Law, Media and Entertainment Law, and Banking and Finance Law",4,High Court,134.556615,90.81077494,"Punjabi, Telugu and Odia",Kolkata,yes,Individuals,13
Madhav Ratta,21,"Labor Law, Family Law, and Civil Law",3,Supreme Court,331.1579294,91.8832288,"Gujarati, Kannada and Bengali",Hyderabad,no,Small Businesses,24
Rohan Rastogi,20,"Human Rights Law, Constitutional Law, and Criminal Law",2,Specialized Court,201.4026583,75.65912172,"Punjabi, Odia and Marathi",Delhi,yes,Small Businesses,19.5
Anika Johal,13,"Tax Law, Criminal Law, and Criminal Law",1,Specialized Court,145.0437164,124.7645518,"Gujarati, Kannada and Bengali",Delhi,yes,Large Corporations,13.5
Tara Dara,28,"Constitutional Law, Civil Law, and Civil Law",4,Specialized Court,190.9319228,68.89059835,"Gujarati, Urdu and Marathi",Mumbai,no,Large Corporations,25.5
Lagan Majumdar,16,"Constitutional Law, Family Law, and Medical Law",5,Specialized Court,130.4784808,70.52844144,"Tamil, Tamil and Bengali",Bangalore,yes,Large Corporations,23.5
Aarav Madan,29,"Media and Entertainment Law, Tax Law, and Medical Law",3.085416667,High Court,455.8622485,91.07675778,"Hindi, Telugu and Assamese",Delhi,no,Individuals,23
Renee Goda,13,"Criminal Law, Consumer Protection Law, and Tax Law",1,District Court,228.7340988,100.6989938,"Bengali, Telugu and Hindi",Bangalore,no,Small Businesses,8.5
Ivana Gera,14,"Tax Law, Media and Entertainment Law, and Labor Law",5,Supreme Court,160.3756872,74.61052774,"Odia, Gujarati and Malayalam",Kolkata,yes,Large Corporations,24
Vritika Varma,3,"Environmental Law, Intellectual Property Law, and Civil Law",5,Supreme Court,251.7835285,99.10933523,"Kannada, Tamil and Telugu",Bangalore,no,Small Businesses,20
Ojas Rana,29,"Immigration Law, Consumer Protection Law, and Tax Law",2,Specialized Court,194.2412751,112.0177567,"Kannada, Assamese and Kannada",Chennai,yes,Large Corporations,21.5
Kimaya Bhatt,6,"Real Estate Law, Family Law, and Immigration Law",2,Specialized Court,384.9886642,89.54605414,"Punjabi, Urdu and Tamil",Bangalore,no,Small Businesses,13.5
Seher Gupta,18,"Family Law, Family Law, and Constitutional Law",1,High Court,487.0489603,128.9823435,"Hindi, Urdu and Marathi",Delhi,no,Large Corporations,13
Charvi Atwal,19,"Constitutional Law, Tax Law, and Family Law",5,Specialized Court,247.1151455,64.13907284,"Urdu, Odia and Tamil",Bangalore,no,Individuals,23.5
Khushi Thaker,5,"Corporate Law, Human Rights Law, and Labor Law",2,Supreme Court,437.46503,100.4073518,"Odia, Hindi and Urdu",Bangalore,no,Large Corporations,16
